,movie_id,title,bechdel_score_easy,bechdel_score_medium,bechdel_score_hard,bechdel_score,flesch_diff_m_f,prop_fem,hedges_per_line_m,hedges_per_line_f,boosters_per_line_m,boosters_per_line_f,cossim,jsd_m_f,diff_plot,diff_imperatives_normed,male_imp_rate,female_imp_rate,ratio_diff,hedge_diff,year,imdb_score
32,m153,"o brother, where art thou?",0,0,0,0,-5.716869781682533,0.1153846153846153,0.1565217391304348,0.1666666666666666,0.1782608695652174,0.1,0.8250423669815063,0.1618755020765858,0.13289183,0.0347826086956521,0.0347826086956521,0.0,0.074074074074074,-2.0370083491908613,2000,7.7
33,m154,an officer and a gentleman,1,1,1,3,1.7988130715599908,0.310838445807771,0.1988130563798219,0.2763157894736842,0.1572700296735905,0.1381578947368421,0.945665180683136,0.0528315766998576,0.021215439,0.0073598313290645,0.0534124629080118,0.0460526315789473,0.109237794169301,-7.057263032968567,1982,7.1
34,m155,panic room,1,1,1,3,-10.423624774423471,0.4597014925373134,0.1988950276243093,0.0584415584415584,0.1602209944751381,0.1038961038961039,0.9260826706886292,0.0932641462649243,0.0058341622,-0.0405036951998278,0.0828729281767955,0.1233766233766233,-0.0703020582731889,9.36467348544453,2002,6.8
35,m16,amadeus,1,1,1,3,-6.345265780622114,0.1979638009049773,0.2256699576868829,0.12,0.306064880112835,0.2114285714285714,0.9358158111572266,0.0343659394683466,0.03807074,-0.0161676405399959,0.0352609308885754,0.0514285714285714,0.0849264705882353,7.44764076463008,1984,8.4
36,m163,punch-drunk love,1,0,0,1,0.3601716169292501,0.4005376344086021,0.1255605381165919,0.1677852348993288,0.1726457399103139,0.1275167785234899,0.9675882458686828,0.0550790195023141,0.0065311193,0.0067415054022331,0.0134529147982062,0.0067114093959731,0.0953804347826087,-5.196258708915551,2002,7.3
37,m166,raging bull,1,0,0,1,-0.9343880075517176,0.218978102189781,0.2118380062305296,0.0666666666666666,0.1090342679127725,0.1111111111111111,0.9035888314247132,0.0611987368735417,0.052405894,0.0543094496365524,0.0654205607476635,0.0111111111111111,0.108430101040567,10.065862330244215,1980,8.1
38,m167,rear window,1,1,1,3,0.7578645341771164,0.3662477558348294,0.2407932011331444,0.284313725490196,0.1473087818696883,0.2205882352941176,0.9582937955856324,0.0345391403803881,0.011698544,0.0053463311670277,0.0396600566572237,0.034313725490196,0.0019100793417573,-3.737184225408321,1954,8.5
39,m168,rebel without a cause,1,0,0,1,0.1574103901852055,0.2317073170731707,0.1428571428571428,0.1353383458646616,0.1043083900226757,0.1203007518796992,0.964457392692566,0.0532805463798786,0.01940316,0.031984723714047,0.0770975056689342,0.0451127819548872,-0.05125,-1.195900233616463,1955,7.6
40,m17,an american werewolf in london,1,1,0,2,0.6216971570581222,0.3007246376811594,0.1865284974093264,0.180722891566265,0.1761658031088082,0.108433734939759,0.9449870586395264,0.0604935628352096,0.020959198,0.0605530932018228,0.0906735751295336,0.0301204819277108,-0.0262428203604674,-3.0566473048904115,1981,7.5
41,m170,reservoir dogs,0,0,0,0,7.120057666905964,0.0129870129870129,0.3070175438596491,0.1666666666666666,0.1951754385964912,0.0,0.6860978603363037,0.2057043238698369,0.30454898,0.0460526315789473,0.0460526315789473,0.0,0.1777777777777778,-3.339893373318336,1992,8.3
42,m172,scary movie 2,1,1,1,3,-0.3056814717214706,0.3693693693693693,0.2321428571428571,0.1768292682926829,0.1714285714285714,0.1036585365853658,0.9663404822349548,0.0354175254045587,0.00780952,-0.0048780487804878,0.05,0.0548780487804878,0.0388755980861244,-2.306948961112301,2001,5.4
43,m173,serial mom,1,1,1,3,-1.5695180169442011,0.6358024691358025,0.1440677966101695,0.0825242718446602,0.1440677966101695,0.1116504854368932,0.92527174949646,0.0749171167134855,-0.019519448,0.0217212440348856,0.0508474576271186,0.029126213592233,-0.0869674185463659,6.922126757176276,1994,6.8
44,m175,"sex, lies, and videotape",1,1,0,2,-9.70537312727042,0.546189376443418,0.2951653944020356,0.3784355179704017,0.1679389312977099,0.1395348837209302,0.9773449301719666,0.0185023058790986,-0.0021668673,0.0115068670012749,0.0305343511450381,0.0190274841437632,-0.0519563106378956,-7.650389310361554,1989,7.2
45,m178,sideways,1,1,1,3,-2.2984296104419286,0.2037037037037037,0.2217054263565891,0.2484848484848484,0.1627906976744186,0.1272727272727272,0.9546576738357544,0.0527091107786437,0.026284873,0.031430584918957,0.0496124031007751,0.0181818181818181,0.173604779499976,-3.639342605150322,2004,7.5
46,m179,signs,1,0,0,1,5.399885182874598,0.1174242424242424,0.1931330472103004,0.2258064516129032,0.1373390557939914,0.1612903225806451,0.8444061875343323,0.158189354167597,0.11830348,-0.0710231205870137,0.0257510729613733,0.0967741935483871,0.2514880952380952,5.323684155800944,2002,6.8
47,m187,solaris,1,0,0,1,-2.596486324645454,0.3081570996978852,0.1877729257641921,0.2941176470588235,0.1615720524017467,0.1666666666666666,0.9319650530815125,0.0770540389394082,0.024741173,0.0262008733624454,0.0262008733624454,0.0,0.0545203588681849,-6.56534964285018,2002,6.2
48,m19,american outlaws,1,0,0,1,1.7677718708899732,0.1269113149847094,0.1733800350262697,0.108433734939759,0.1190893169877408,0.108433734939759,0.92191481590271,0.0898444154222092,0.057870507,-0.0285063194986601,0.0437828371278458,0.072289156626506,0.1417514124293785,5.908075379214104,2001,5.9
49,m190,stalag 17,0,0,0,0,22.948833032714205,0.0402843601895734,0.1358024691358024,0.2941176470588235,0.1432098765432098,0.2941176470588235,0.7332766652107239,0.1325429819447724,0.24580657,0.0769789397240377,0.1358024691358024,0.0588235294117647,-0.0097560975609756,-8.09260126610966,1953,7.9
50,m192,star trek iii: the search for spock,1,0,0,1,20.369738231535457,0.2029850746268656,0.1610486891385767,0.1911764705882352,0.2097378277153558,0.4411764705882353,0.9150668382644652,0.0832636788425662,0.052365005,0.0377285745758977,0.0524344569288389,0.0147058823529411,0.2470508931580721,-4.488472582769777,1984,6.7
51,m193,star trek: the wrath of khan,1,1,1,3,-0.0821805847364629,0.1897233201581027,0.1804878048780487,0.1145833333333333,0.2195121951219512,0.1979166666666666,0.9251760244369508,0.0755090570158377,0.04504019,0.0241869918699187,0.0658536585365853,0.0416666666666666,0.17044911610129,4.53690552203733,1982,7.7
52,m195,star trek: insurrection,1,1,1,3,-5.157644474162623,0.1865284974093264,0.197452229299363,0.3333333333333333,0.1910828025477707,0.2638888888888889,0.9232421517372132,0.0524215820018031,0.04763168,0.0327317763623496,0.0605095541401273,0.0277777777777777,0.0128571428571429,-9.843910883357992,1998,6.4
53,m196,star trek: first contact,1,1,1,3,-13.730796282027214,0.2231638418079096,0.16,0.1265822784810126,0.1927272727272727,0.240506329113924,0.8478438854217529,0.1332036664770534,0.08572656,0.0075489067894131,0.0581818181818181,0.050632911392405,0.0846153846153845,5.935748099618701,1996,7.6
54,m197,star trek vi: the undiscovered country,1,1,0,2,-10.753895598956577,0.0623376623376623,0.1800554016620498,0.1666666666666666,0.2049861495844875,0.2083333333333333,0.7773938775062561,0.1449274919979191,0.1940853,-0.0834487534626038,0.0415512465373961,0.125,0.0185280494081317,1.596305250759407,1991,7.2
55,m198,star trek: nemesis,1,0,0,1,-3.8659535301007257,0.0955284552845528,0.2808988764044944,0.5106382978723404,0.2404494382022471,0.2553191489361702,0.8877484798431396,0.0816606111725036,0.09037858,0.0337078651685393,0.0337078651685393,0.0,-0.0132618235007313,-13.13726758286176,2002,6.4
56,m199,starman,0,0,0,0,-4.12354712876963,0.4017391304347826,0.1337209302325581,0.0735930735930736,0.1598837209302325,0.1038961038961039,0.9374090433120728,0.0379460101288009,0.01155293,0.0003146078727474,0.0436046511627907,0.0432900432900432,-0.0334980183506161,7.101284933607992,1984,7.0
57,m20,american psycho,1,1,1,3,-2.536483621008344,0.2576219512195122,0.2135523613963039,0.1834319526627219,0.1314168377823408,0.1183431952662721,0.9336370229721068,0.0429565312295539,0.029969513,-0.0078368953744091,0.0513347022587269,0.059171597633136,0.001618996222342,1.0901393716299772,2000,7.6
58,m200,strange days,1,1,1,3,0.8359248335403606,0.3286852589641434,0.1988130563798219,0.1333333333333333,0.1928783382789317,0.1757575757575757,0.928668975830078,0.0433761029658599,0.021819234,-0.0046039025267511,0.0741839762611275,0.0787878787878787,0.2357375246299775,1.374089341733427,1995,7.2
59,m202,swingers,1,1,0,2,-5.230934620324902,0.14375,0.1737226277372262,0.1478260869565217,0.1328467153284671,0.1913043478260869,0.9310239553451538,0.0635771814978237,0.04863763,0.0191050460171374,0.0364963503649635,0.017391304347826,0.1774466692282513,0.6657983313639129,1996,7.2
60,m21,antitrust,1,1,0,2,-2.600281450841962,0.2514851485148515,0.2195767195767195,0.2834645669291338,0.1296296296296296,0.0866141732283464,0.9441278576850892,0.0779737443643402,0.027202964,0.0344540265800108,0.0423280423280423,0.0078740157480314,0.0807740195061216,-13.11534661815378,2001,6.1
61,m218,thirteen days,1,0,0,1,4.137513163345787,0.097165991902834,0.3183856502242152,0.4583333333333333,0.1659192825112107,0.25,0.8691489100456238,0.1486856397971012,0.10249448,0.0448430493273542,0.0448430493273542,0.0,-0.2083333333333333,-4.125683220171176,2000,7.3
62,m22,austin powers: international man of mystery,1,1,0,2,-7.678142603214766,0.2817551963048499,0.1704180064308681,0.1885245901639344,0.2057877813504823,0.1885245901639344,0.9243177771568298,0.0444175771957662,0.032307565,-0.0401665700279373,0.0418006430868167,0.081967213114754,0.0056277056277056,-4.505364453858133,1997,7.0
63,m221,total recall,1,0,0,1,-2.048247344517449,0.2153465346534653,0.1419558359621451,0.1839080459770115,0.1514195583596214,0.1149425287356321,0.937762439250946,0.0629776327689713,0.034844637,-0.0015954168026396,0.0788643533123028,0.0804597701149425,0.1873840445269016,-8.676645750702995,1990,7.5
64,m222,tremors,1,1,1,3,3.457539617722432,0.1428571428571428,0.1794871794871795,0.2884615384615384,0.1346153846153846,0.3269230769230769,0.8835489749908447,0.0848166600374158,0.08286971,-0.0512820512820512,0.0833333333333333,0.1346153846153846,0.075,-8.090427099797918,1990,7.2
65,m224,twin peaks: fire walk with me,1,1,1,3,-4.091243825748705,0.4231433506044905,0.2425149700598802,0.1918367346938775,0.1706586826347305,0.1591836734693877,0.9127202033996582,0.0506357211108961,0.008561134,0.0163387510692899,0.0449101796407185,0.0285714285714285,-0.0489321659438671,0.1354442492552543,1992,7.3
66,m227,new nightmare,1,1,1,3,-6.323536963349142,0.6148148148148148,0.2019230769230769,0.1325301204819277,0.173076923076923,0.144578313253012,0.9392077922821044,0.0446093253690323,-0.015506029,0.0360287303058387,0.048076923076923,0.0120481927710843,-0.1421758899855827,0.2586466165413554,1994,6.4
67,m229,wild at heart,1,1,0,2,-0.5463889919576701,0.4494086727989487,0.1813842482100238,0.3421052631578947,0.1742243436754176,0.1286549707602339,0.9480584859848022,0.0286034458530443,0.0036853552,0.0269647866683414,0.0620525059665871,0.0350877192982456,-0.0229433308392076,-10.552139373722106,1990,7.2
68,m230,wonder boys,1,0,0,1,-4.453002110903839,0.1480552070263488,0.2150220913107511,0.3728813559322034,0.1296023564064801,0.2288135593220339,0.9570677280426024,0.051585505727803,0.029974341,0.0412371134020618,0.0412371134020618,0.0,0.05175983436853,-10.989017958470964,2000,7.2
69,m234,agnes of god,1,1,1,3,1.54758070147507,0.9904076738609112,0.125,0.1670702179176755,0.125,0.1150121065375302,0.5691106915473938,0.2185307206473551,-0.4221062,-0.0133171912832929,0.0,0.0133171912832929,-0.2962264150943396,-9.129577757028736,1985,6.6
70,m236,alien,1,1,1,3,,0.0,0.1431623931623931,0.0,0.1474358974358974,0.0,,,,,0.0619658119658119,,0.1733333333333333,,1979,8.5
71,m238,all about eve,1,1,1,3,-3.888107712086722,0.6632739609838847,0.2745591939546599,0.2966751918158568,0.2292191435768261,0.2084398976982097,0.9819558262825012,0.0278993728584195,-0.0060608387,-0.0041841947599322,0.0226700251889168,0.0268542199488491,-0.037684823788366,-3.0687363686049167,1950,8.2
72,m24,bachelor party,1,1,1,3,5.028457981890497,0.2437923250564334,0.1164179104477611,0.1851851851851851,0.1313432835820895,0.1111111111111111,0.93242347240448,0.0505499094452571,0.03319931,-0.0540906578220011,0.0477611940298507,0.1018518518518518,0.169298245614035,-10.459049620899332,1984,6.3
73,m241,an american werewolf in paris,1,0,0,1,0.4957149972788812,0.2857142857142857,0.2375,0.1770833333333333,0.1875,0.15625,0.9279442429542542,0.0361331486507104,0.030899584,-0.01875,0.0333333333333333,0.0520833333333333,-0.0248511314013496,1.3200531814932646,1997,5.1
74,m243,annie hall,1,1,1,3,-5.30676760120059,0.4504950495049505,0.1729729729729729,0.167032967032967,0.2072072072072072,0.156043956043956,0.9487162828445436,0.0209735039647049,0.0019569397,0.0188496188496188,0.0342342342342342,0.0153846153846153,-0.0196368795032292,-4.5809118493141145,1977,7.9
75,m245,antz,1,1,1,3,-4.498605743424434,0.4,0.1773049645390071,0.1170212765957446,0.1347517730496454,0.2127659574468085,0.9383788704872132,0.0835735476363688,0.009526968,0.0248226950354609,0.0780141843971631,0.0531914893617021,0.0334051724137931,2.025834148324084,1998,6.5
76,m247,apocalypse now,0,0,0,0,5.221887173633874,0.0441458733205374,0.1726907630522088,0.1739130434782608,0.1586345381526104,0.391304347826087,0.7899391651153564,0.1810782023817014,0.18914485,0.036144578313253,0.036144578313253,0.0,0.1386406152567033,2.7550176042055394,1979,8.4
77,m248,arctic blue,1,0,0,1,-1.0883454007894215,0.1815384615384615,0.131578947368421,0.1016949152542373,0.1090225563909774,0.1016949152542373,0.9138015508651732,0.0745356074605843,0.054626286,0.0337071492290047,0.1015037593984962,0.0677966101694915,-0.046583850931677,0.1031701155505295,1993,5.1
78,m249,as good as it gets,1,1,1,3,-0.1237099077605705,0.3801801801801802,0.1976744186046511,0.1800947867298578,0.2063953488372093,0.2085308056872037,0.9687870740890504,0.0425526987197405,0.0074260235,-0.0132673867519012,0.0436046511627907,0.0568720379146919,-0.0805407817904564,1.201874645773669,1997,7.7
79,m25,backdraft,1,0,0,1,-0.1020322306437151,0.1537001897533206,0.2242152466367713,0.3209876543209876,0.1591928251121076,0.0864197530864197,0.9371924996376038,0.0850433592034012,0.042064786,0.0246359962353983,0.0493273542600896,0.0246913580246913,-0.0141975308641975,-12.531861656104574,1991,6.7
80,m250,assassins,1,0,0,1,0.5826001422752114,0.3518518518518518,0.28,0.1421052631578947,0.1771428571428571,0.1105263157894736,0.949957311153412,0.0789651585996149,0.014114857,0.0094736842105263,0.02,0.0105263157894736,0.1041474654377879,5.707800013721389,1995,6.3
81,m252,a walk to remember,1,1,1,3,-4.196835299394451,0.3798449612403101,0.134375,0.1428571428571428,0.1,0.1224489795918367,0.9694684743881226,0.0430767903668897,0.007343471,-0.0005102040816326,0.025,0.0255102040816326,-0.0083333333333333,0.3779393511392221,2002,7.3
82,m253,back to the future,1,1,0,2,1.959486599459936,0.1391585760517799,0.2781954887218045,0.2093023255813953,0.2669172932330827,0.0697674418604651,0.8660985827445984,0.104394464171403,0.09294093,0.010578772512677,0.0338345864661654,0.0232558139534883,0.2236734693877551,-3.692112536516035,1985,8.5
83,m254,badlands,0,0,0,0,-1.597885731701595,0.3368794326241134,0.1925133689839572,0.1263157894736842,0.0909090909090909,0.0631578947368421,0.9302796721458436,0.0340573809224751,0.020661473,0.0112018012946805,0.0427807486631016,0.031578947368421,0.0728088336783988,1.7178024079108525,1973,7.7
84,m256,barton fink,1,0,0,1,6.053674438360019,0.1271551724137931,0.2938271604938272,0.2542372881355932,0.1407407407407407,0.1864406779661017,0.8448280096054077,0.1764476114311972,0.11134297,-0.023352165725047,0.0444444444444444,0.0677966101694915,-0.0408964294758167,2.4540788539930354,1991,7.6
85,m257,basic instinct,1,0,0,1,3.100004243120651,0.3706422018348624,0.1690962099125364,0.1782178217821782,0.0787172011661807,0.1089108910891089,0.9593865871429444,0.0320882657852118,0.010300875,0.0230493894870536,0.0379008746355685,0.0148514851485148,-0.0501552618316019,-0.6187308626332992,1992,7.1
86,m258,basquiat,1,1,0,2,0.0376801917597475,0.1775456919060052,0.2222222222222222,0.3088235294117647,0.1238095238095238,0.1617647058823529,0.9195672273635864,0.078276013042726,0.051960945,0.0634920634920634,0.0634920634920634,0.0,0.0150829562594269,-14.758080199029422,1996,6.9
87,m259,batman returns,0,0,0,0,-5.728773625835942,0.3557312252964427,0.2883435582822086,0.1222222222222222,0.1901840490797546,0.1444444444444444,0.9265283942222596,0.0815447224935686,0.01989901,0.0134287661895023,0.0245398773006134,0.0111111111111111,0.0480769230769231,12.858508138049404,1992,7.1
88,m261,batman forever,1,0,0,1,0.8645779035795726,0.2288732394366197,0.2146118721461187,0.2769230769230769,0.1735159817351598,0.123076923076923,0.914881467819214,0.0978607125777811,0.044992685,-0.0158763610818405,0.045662100456621,0.0615384615384615,0.0209790209790209,-8.973003740445602,1995,5.4
89,m264,beavis and butt-head do america,1,0,0,1,4.10291525403845,0.0581818181818181,0.138996138996139,0.0625,0.1042471042471042,0.0625,0.6793501377105713,0.299027900057206,0.28701746,0.0347490347490347,0.0347490347490347,0.0,0.1869918699186992,10.948277714506734,1996,6.8
90,m265,beetle juice,1,1,1,3,1.283666596400053,0.5576923076923077,0.1782608695652174,0.2172413793103448,0.1782608695652174,0.2310344827586206,0.96510249376297,0.0437166724057136,-0.004312396,0.0272863568215892,0.0652173913043478,0.0379310344827586,0.0003482904742555,-0.9134843755709277,1988,7.5
91,m266,being there,1,1,0,2,7.067207952095728,0.3094890510948905,0.2219873150105708,0.4056603773584906,0.3065539112050739,0.4009433962264151,0.8791534900665283,0.0802171863925514,0.042129338,-0.0066715864214767,0.0169133192389006,0.0235849056603773,0.0146044585116151,-1.163384476415132,1979,7.9
92,m267,being john malkovich,1,1,1,3,-5.750693068350699,0.3822075782537067,0.1973333333333333,0.1896551724137931,0.2533333333333333,0.1594827586206896,0.9650259017944336,0.0553225182213632,0.007683277,0.0168045977011494,0.0426666666666666,0.0258620689655172,0.0716854283927455,-1.159219830630164,1999,7.7
