movie_id,title,bechdel_score_easy,bechdel_score_medium,bechdel_score_hard,bechdel_score,flesch_diff_m_f,prop_fem,hedges_per_line_m,hedges_per_line_f,boosters_per_line_m,boosters_per_line_f,cossim,jsd_m_f,diff_plot,diff_imperatives_normed,male_imp_rate,female_imp_rate,ratio_diff,hedge_diff
m154,an officer and a gentleman,1,1,1,3,1.7988130715599908,0.310838445807771,0.1988130563798219,0.2763157894736842,0.1572700296735905,0.1381578947368421,0.945665180683136,0.0528315766998576,0.021215439,0.0073598313290645,0.05341246290801187,0.046052631578947366,0.10923779416930102,-7.057263032968567
m155,panic room,1,1,1,3,-10.423624774423471,0.4597014925373134,0.1988950276243093,0.0584415584415584,0.1602209944751381,0.1038961038961039,0.9260826706886292,0.0932641462649243,0.0058341622,-0.0405036951998278,0.08287292817679558,0.12337662337662338,-0.07030205827318892,9.36467348544453
m16,amadeus,1,1,1,3,-6.345265780622114,0.1979638009049773,0.2256699576868829,0.12,0.306064880112835,0.2114285714285714,0.9358158111572266,0.0343659394683466,0.03807074,-0.0161676405399959,0.03526093088857546,0.05142857142857143,0.08492647058823533,7.44764076463008
m163,punch-drunk love,1,0,0,1,0.3601716169292501,0.4005376344086021,0.1255605381165919,0.1677852348993288,0.1726457399103139,0.1275167785234899,0.9675882458686828,0.0550790195023141,0.0065311193,0.0067415054022331,0.013452914798206279,0.006711409395973154,0.09538043478260871,-5.1962587089155505
m166,raging bull,1,0,0,1,-0.9343880075517176,0.218978102189781,0.2118380062305296,0.0666666666666666,0.1090342679127725,0.1111111111111111,0.9035888314247132,0.0611987368735417,0.052405894,0.0543094496365524,0.06542056074766354,0.011111111111111112,0.10843010104056705,10.065862330244217
m167,rear window,1,1,1,3,0.7578645341771164,0.3662477558348294,0.2407932011331444,0.284313725490196,0.1473087818696883,0.2205882352941176,0.9582937955856324,0.0345391403803881,0.011698544,0.0053463311670277,0.039660056657223795,0.03431372549019608,0.0019100793417573536,-3.7371842254083205
m168,rebel without a cause,1,0,0,1,0.1574103901852055,0.2317073170731707,0.1428571428571428,0.1353383458646616,0.1043083900226757,0.1203007518796992,0.964457392692566,0.0532805463798786,0.01940316,0.031984723714047,0.07709750566893424,0.045112781954887216,-0.05125000000000002,-1.195900233616463
m17,an american werewolf in london,1,1,0,2,0.6216971570581222,0.3007246376811594,0.1865284974093264,0.180722891566265,0.1761658031088082,0.108433734939759,0.9449870586395264,0.0604935628352096,0.020959198,0.0605530932018228,0.09067357512953368,0.030120481927710843,-0.026242820360467434,-3.0566473048904115
m170,reservoir dogs,0,0,0,0,7.120057666905964,0.0129870129870129,0.3070175438596491,0.1666666666666666,0.1951754385964912,0.0,0.6860978603363037,0.2057043238698369,0.30454898,0.0460526315789473,0.046052631578947366,0.0,0.1777777777777778,-3.3398933733183362
m172,scary movie 2,1,1,1,3,-0.3056814717214706,0.3693693693693693,0.2321428571428571,0.1768292682926829,0.1714285714285714,0.1036585365853658,0.9663404822349548,0.0354175254045587,0.00780952,-0.0048780487804878,0.05,0.054878048780487805,0.0388755980861244,-2.306948961112301
m173,serial mom,1,1,1,3,-1.5695180169442011,0.6358024691358025,0.1440677966101695,0.0825242718446602,0.1440677966101695,0.1116504854368932,0.92527174949646,0.0749171167134855,-0.019519448,0.0217212440348856,0.05084745762711865,0.02912621359223301,-0.08696741854636592,6.922126757176276
m175,"sex, lies, and videotape",1,1,0,2,-9.70537312727042,0.546189376443418,0.2951653944020356,0.3784355179704017,0.1679389312977099,0.1395348837209302,0.9773449301719666,0.0185023058790986,-0.0021668673,0.0115068670012749,0.030534351145038167,0.019027484143763214,-0.05195631063789563,-7.650389310361554
m178,sideways,1,1,1,3,-2.2984296104419286,0.2037037037037037,0.2217054263565891,0.2484848484848484,0.1627906976744186,0.1272727272727272,0.9546576738357544,0.0527091107786437,0.026284873,0.031430584918957,0.04961240310077519,0.01818181818181818,0.173604779499976,-3.639342605150322
m179,signs,1,0,0,1,5.399885182874598,0.1174242424242424,0.1931330472103004,0.2258064516129032,0.1373390557939914,0.1612903225806451,0.8444061875343323,0.158189354167597,0.11830348,-0.0710231205870137,0.02575107296137339,0.0967741935483871,0.25148809523809523,5.323684155800944
m187,solaris,1,0,0,1,-2.596486324645454,0.3081570996978852,0.1877729257641921,0.2941176470588235,0.1615720524017467,0.1666666666666666,0.9319650530815125,0.0770540389394082,0.024741173,0.0262008733624454,0.026200873362445413,0.0,0.05452035886818496,-6.56534964285018
m19,american outlaws,1,0,0,1,1.7677718708899732,0.1269113149847094,0.1733800350262697,0.108433734939759,0.1190893169877408,0.108433734939759,0.92191481590271,0.0898444154222092,0.057870507,-0.0285063194986601,0.043782837127845885,0.07228915662650602,0.1417514124293785,5.908075379214104
m190,stalag 17,0,0,0,0,22.948833032714205,0.0402843601895734,0.1358024691358024,0.2941176470588235,0.1432098765432098,0.2941176470588235,0.7332766652107239,0.1325429819447724,0.24580657,0.0769789397240377,0.13580246913580246,0.058823529411764705,-0.009756097560975618,-8.09260126610966
m192,star trek iii: the search for spock,1,0,0,1,20.369738231535457,0.2029850746268656,0.1610486891385767,0.1911764705882352,0.2097378277153558,0.4411764705882353,0.9150668382644652,0.0832636788425662,0.052365005,0.0377285745758977,0.052434456928838954,0.014705882352941176,0.24705089315807216,-4.488472582769777
m193,star trek: the wrath of khan,1,1,1,3,-0.0821805847364629,0.1897233201581027,0.1804878048780487,0.1145833333333333,0.2195121951219512,0.1979166666666666,0.9251760244369508,0.0755090570158377,0.04504019,0.0241869918699187,0.06585365853658537,0.041666666666666664,0.17044911610129,4.53690552203733
m195,star trek: insurrection,1,1,1,3,-5.157644474162623,0.1865284974093264,0.197452229299363,0.3333333333333333,0.1910828025477707,0.2638888888888889,0.9232421517372132,0.0524215820018031,0.04763168,0.0327317763623496,0.06050955414012739,0.027777777777777776,0.0128571428571429,-9.843910883357992
m196,star trek: first contact,1,1,1,3,-13.730796282027214,0.2231638418079096,0.16,0.1265822784810126,0.1927272727272727,0.240506329113924,0.8478438854217529,0.1332036664770534,0.08572656,0.0075489067894131,0.05818181818181818,0.05063291139240506,0.08461538461538454,5.935748099618701
m197,star trek vi: the undiscovered country,1,1,0,2,-10.753895598956577,0.0623376623376623,0.1800554016620498,0.1666666666666666,0.2049861495844875,0.2083333333333333,0.7773938775062561,0.1449274919979191,0.1940853,-0.0834487534626038,0.04155124653739612,0.125,0.018528049408131797,1.596305250759407
m198,star trek: nemesis,1,0,0,1,-3.8659535301007257,0.0955284552845528,0.2808988764044944,0.5106382978723404,0.2404494382022471,0.2553191489361702,0.8877484798431396,0.0816606111725036,0.09037858,0.0337078651685393,0.033707865168539325,0.0,-0.013261823500731351,-13.13726758286176
m199,starman,0,0,0,0,-4.12354712876963,0.4017391304347826,0.1337209302325581,0.0735930735930736,0.1598837209302325,0.1038961038961039,0.9374090433120728,0.0379460101288009,0.01155293,0.0003146078727474,0.0436046511627907,0.04329004329004329,-0.033498018350616166,7.101284933607992
m20,american psycho,1,1,1,3,-2.536483621008344,0.2576219512195122,0.2135523613963039,0.1834319526627219,0.1314168377823408,0.1183431952662721,0.9336370229721068,0.0429565312295539,0.029969513,-0.0078368953744091,0.0513347022587269,0.05917159763313609,0.0016189962223420729,1.0901393716299772
m200,strange days,1,1,1,3,0.8359248335403606,0.3286852589641434,0.1988130563798219,0.1333333333333333,0.1928783382789317,0.1757575757575757,0.928668975830078,0.0433761029658599,0.021819234,-0.0046039025267511,0.07418397626112759,0.07878787878787878,0.23573752462997755,1.374089341733427
m202,swingers,1,1,0,2,-5.230934620324902,0.14375,0.1737226277372262,0.1478260869565217,0.1328467153284671,0.1913043478260869,0.9310239553451538,0.0635771814978237,0.04863763,0.0191050460171374,0.0364963503649635,0.017391304347826087,0.17744666922825136,0.6657983313639129
m21,antitrust,1,1,0,2,-2.600281450841962,0.2514851485148515,0.2195767195767195,0.2834645669291338,0.1296296296296296,0.0866141732283464,0.9441278576850892,0.0779737443643402,0.027202964,0.0344540265800108,0.042328042328042326,0.007874015748031496,0.08077401950612162,-13.11534661815378
m218,thirteen days,1,0,0,1,4.137513163345787,0.097165991902834,0.3183856502242152,0.4583333333333333,0.1659192825112107,0.25,0.8691489100456238,0.1486856397971012,0.10249448,0.0448430493273542,0.04484304932735426,0.0,-0.20833333333333337,-4.125683220171176
m22,austin powers: international man of mystery,1,1,0,2,-7.678142603214766,0.2817551963048499,0.1704180064308681,0.1885245901639344,0.2057877813504823,0.1885245901639344,0.9243177771568298,0.0444175771957662,0.032307565,-0.0401665700279373,0.04180064308681672,0.08196721311475409,0.005627705627705648,-4.5053644538581334
m221,total recall,1,0,0,1,-2.048247344517449,0.2153465346534653,0.1419558359621451,0.1839080459770115,0.1514195583596214,0.1149425287356321,0.937762439250946,0.0629776327689713,0.034844637,-0.0015954168026396,0.07886435331230283,0.08045977011494253,0.1873840445269016,-8.676645750702995
m222,tremors,1,1,1,3,3.457539617722432,0.1428571428571428,0.1794871794871795,0.2884615384615384,0.1346153846153846,0.3269230769230769,0.8835489749908447,0.0848166600374158,0.08286971,-0.0512820512820512,0.08333333333333333,0.1346153846153846,0.07500000000000007,-8.090427099797918
m224,twin peaks: fire walk with me,1,1,1,3,-4.091243825748705,0.4231433506044905,0.2425149700598802,0.1918367346938775,0.1706586826347305,0.1591836734693877,0.9127202033996582,0.0506357211108961,0.008561134,0.0163387510692899,0.04491017964071856,0.02857142857142857,-0.04893216594386718,0.13544424925525433
m227,new nightmare,1,1,1,3,-6.323536963349142,0.6148148148148148,0.2019230769230769,0.1325301204819277,0.173076923076923,0.144578313253012,0.9392077922821044,0.0446093253690323,-0.015506029,0.0360287303058387,0.04807692307692308,0.012048192771084338,-0.14217588998558273,0.25864661654135546
m229,wild at heart,1,1,0,2,-0.5463889919576701,0.4494086727989487,0.1813842482100238,0.3421052631578947,0.1742243436754176,0.1286549707602339,0.9480584859848022,0.0286034458530443,0.0036853552,0.0269647866683414,0.06205250596658711,0.03508771929824561,-0.022943330839207632,-10.552139373722106
m230,wonder boys,1,0,0,1,-4.453002110903839,0.1480552070263488,0.2150220913107511,0.3728813559322034,0.1296023564064801,0.2288135593220339,0.9570677280426024,0.051585505727803,0.029974341,0.0412371134020618,0.041237113402061855,0.0,0.051759834368530044,-10.989017958470964
m234,agnes of god,1,1,1,3,1.54758070147507,0.9904076738609112,0.125,0.1670702179176755,0.125,0.1150121065375302,0.5691106915473938,0.2185307206473551,-0.4221062,-0.0133171912832929,0.0,0.013317191283292978,-0.29622641509433967,-9.129577757028736
m236,alien,1,1,1,3,,0.0,0.1431623931623931,0.0,0.1474358974358974,0.0,,,,,0.06196581196581197,,0.17333333333333334,
m238,all about eve,1,1,1,3,-3.888107712086722,0.6632739609838847,0.2745591939546599,0.2966751918158568,0.2292191435768261,0.2084398976982097,0.9819558262825012,0.0278993728584195,-0.0060608387,-0.0041841947599322,0.022670025188916875,0.026854219948849106,-0.03768482378836602,-3.0687363686049167
m24,bachelor party,1,1,1,3,5.028457981890497,0.2437923250564334,0.1164179104477611,0.1851851851851851,0.1313432835820895,0.1111111111111111,0.93242347240448,0.0505499094452571,0.03319931,-0.0540906578220011,0.04776119402985075,0.10185185185185185,0.16929824561403506,-10.459049620899332
m241,an american werewolf in paris,1,0,0,1,0.4957149972788812,0.2857142857142857,0.2375,0.1770833333333333,0.1875,0.15625,0.9279442429542542,0.0361331486507104,0.030899584,-0.01875,0.03333333333333333,0.052083333333333336,-0.024851131401349646,1.3200531814932646
m243,annie hall,1,1,1,3,-5.30676760120059,0.4504950495049505,0.1729729729729729,0.167032967032967,0.2072072072072072,0.156043956043956,0.9487162828445436,0.0209735039647049,0.0019569397,0.0188496188496188,0.03423423423423423,0.015384615384615385,-0.019636879503229232,-4.5809118493141145
m245,antz,1,1,1,3,-4.498605743424434,0.4,0.1773049645390071,0.1170212765957446,0.1347517730496454,0.2127659574468085,0.9383788704872132,0.0835735476363688,0.009526968,0.0248226950354609,0.07801418439716312,0.05319148936170213,0.03340517241379315,2.0258341483240834
m247,apocalypse now,0,0,0,0,5.221887173633874,0.0441458733205374,0.1726907630522088,0.1739130434782608,0.1586345381526104,0.391304347826087,0.7899391651153564,0.1810782023817014,0.18914485,0.036144578313253,0.03614457831325301,0.0,0.13864061525670335,2.7550176042055394
m248,arctic blue,1,0,0,1,-1.0883454007894215,0.1815384615384615,0.131578947368421,0.1016949152542373,0.1090225563909774,0.1016949152542373,0.9138015508651732,0.0745356074605843,0.054626286,0.0337071492290047,0.10150375939849623,0.06779661016949153,-0.04658385093167705,0.10317011555052957
m249,as good as it gets,1,1,1,3,-0.1237099077605705,0.3801801801801802,0.1976744186046511,0.1800947867298578,0.2063953488372093,0.2085308056872037,0.9687870740890504,0.0425526987197405,0.0074260235,-0.0132673867519012,0.0436046511627907,0.05687203791469194,-0.08054078179045643,1.2018746457736693
m25,backdraft,1,0,0,1,-0.1020322306437151,0.1537001897533206,0.2242152466367713,0.3209876543209876,0.1591928251121076,0.0864197530864197,0.9371924996376038,0.0850433592034012,0.042064786,0.0246359962353983,0.04932735426008968,0.024691358024691357,-0.014197530864197505,-12.531861656104574
m250,assassins,1,0,0,1,0.5826001422752114,0.3518518518518518,0.28,0.1421052631578947,0.1771428571428571,0.1105263157894736,0.949957311153412,0.0789651585996149,0.014114857,0.0094736842105263,0.02,0.010526315789473684,0.10414746543778797,5.707800013721389
m252,a walk to remember,1,1,1,3,-4.196835299394451,0.3798449612403101,0.134375,0.1428571428571428,0.1,0.1224489795918367,0.9694684743881226,0.0430767903668897,0.007343471,-0.0005102040816326,0.025,0.025510204081632654,-0.008333333333333304,0.37793935113922217
m253,back to the future,1,1,0,2,1.959486599459936,0.1391585760517799,0.2781954887218045,0.2093023255813953,0.2669172932330827,0.0697674418604651,0.8660985827445984,0.104394464171403,0.09294093,0.010578772512677,0.03383458646616541,0.023255813953488372,0.22367346938775512,-3.692112536516035
m254,badlands,0,0,0,0,-1.597885731701595,0.3368794326241134,0.1925133689839572,0.1263157894736842,0.0909090909090909,0.0631578947368421,0.9302796721458436,0.0340573809224751,0.020661473,0.0112018012946805,0.0427807486631016,0.031578947368421054,0.07280883367839885,1.7178024079108525
m256,barton fink,1,0,0,1,6.053674438360019,0.1271551724137931,0.2938271604938272,0.2542372881355932,0.1407407407407407,0.1864406779661017,0.8448280096054077,0.1764476114311972,0.11134297,-0.023352165725047,0.044444444444444446,0.06779661016949153,-0.04089642947581673,2.4540788539930354
m257,basic instinct,1,0,0,1,3.100004243120651,0.3706422018348624,0.1690962099125364,0.1782178217821782,0.0787172011661807,0.1089108910891089,0.9593865871429444,0.0320882657852118,0.010300875,0.0230493894870536,0.037900874635568516,0.01485148514851485,-0.050155261831601905,-0.6187308626332992
m258,basquiat,1,1,0,2,0.0376801917597475,0.1775456919060052,0.2222222222222222,0.3088235294117647,0.1238095238095238,0.1617647058823529,0.9195672273635864,0.078276013042726,0.051960945,0.0634920634920634,0.06349206349206349,0.0,0.015082956259426905,-14.758080199029422
m259,batman returns,0,0,0,0,-5.728773625835942,0.3557312252964427,0.2883435582822086,0.1222222222222222,0.1901840490797546,0.1444444444444444,0.9265283942222596,0.0815447224935686,0.01989901,0.0134287661895023,0.024539877300613498,0.011111111111111112,0.04807692307692313,12.858508138049404
m261,batman forever,1,0,0,1,0.8645779035795726,0.2288732394366197,0.2146118721461187,0.2769230769230769,0.1735159817351598,0.123076923076923,0.914881467819214,0.0978607125777811,0.044992685,-0.0158763610818405,0.045662100456621,0.06153846153846154,0.020979020979020935,-8.973003740445602
m264,beavis and butt-head do america,1,0,0,1,4.10291525403845,0.0581818181818181,0.138996138996139,0.0625,0.1042471042471042,0.0625,0.6793501377105713,0.299027900057206,0.28701746,0.0347490347490347,0.03474903474903475,0.0,0.1869918699186992,10.948277714506734
m265,beetle juice,1,1,1,3,1.283666596400053,0.5576923076923077,0.1782608695652174,0.2172413793103448,0.1782608695652174,0.2310344827586206,0.96510249376297,0.0437166724057136,-0.004312396,0.0272863568215892,0.06521739130434782,0.03793103448275862,0.0003482904742555526,-0.9134843755709277
m266,being there,1,1,0,2,7.067207952095728,0.3094890510948905,0.2219873150105708,0.4056603773584906,0.3065539112050739,0.4009433962264151,0.8791534900665283,0.0802171863925514,0.042129338,-0.0066715864214767,0.016913319238900635,0.02358490566037736,0.014604458511615181,-1.163384476415132
m267,being john malkovich,1,1,1,3,-5.750693068350699,0.3822075782537067,0.1973333333333333,0.1896551724137931,0.2533333333333333,0.1594827586206896,0.9650259017944336,0.0553225182213632,0.007683277,0.0168045977011494,0.042666666666666665,0.02586206896551724,0.0716854283927455,-1.159219830630164
m271,blade ii,1,0,0,1,4.71461969525447,0.3410404624277456,0.1842105263157894,0.3559322033898305,0.0350877192982456,0.2203389830508474,0.8864448070526123,0.1334825098235863,0.036872983,0.0789473684210526,0.07894736842105263,0.0,-0.1333333333333333,-9.310543161617076
m274,blood simple.,1,0,0,1,5.292538137211636,0.3588850174216028,0.1358695652173913,0.1650485436893204,0.1413043478260869,0.0679611650485436,0.9368253350257874,0.06363983237944,0.015332103,0.0294955677501055,0.04891304347826087,0.019417475728155338,-0.09598096245372811,-6.568935061759127
m276,blow,1,0,0,1,-1.2709337260261009,0.1380880121396054,0.1443661971830986,0.0659340659340659,0.2799295774647887,0.1428571428571428,0.949836492538452,0.0458874011894854,0.035377562,-0.003463086209565,0.040492957746478875,0.04395604395604396,0.21302491924319333,5.485861247125546
m277,la battaglia di algeri,1,0,0,1,12.70062211309883,0.3292682926829268,0.0727272727272727,0.5185185185185185,0.2363636363636363,0.6296296296296297,0.8293386697769165,0.1088678302892079,0.062146902,-0.0202020202020201,0.09090909090909091,0.1111111111111111,-0.16666666666666663,-16.549995678852305
m28,barry lyndon,1,0,0,1,5.366547692364037,0.1644736842105263,0.3385826771653543,0.36,0.515748031496063,0.78,0.8915172219276428,0.132307357751744,0.072553635,-0.0081889763779527,0.011811023622047244,0.02,0.10632149307646,1.1113716413658175
m285,broadcast news,1,1,1,3,-5.324819829674809,0.3618233618233618,0.2566964285714285,0.2401574803149606,0.1941964285714285,0.1338582677165354,0.9805135726928712,0.0325381176740406,0.0050069094,0.0092097862767154,0.044642857142857144,0.03543307086614173,-0.023046283452743066,-3.123952186058439
